"ACCID,N,6,0","DNO,N,6,0",description,food_color_background,variety,sample_statistic,"SPNNO,N,6,0",depiction,scientific_name,scientific_family,common_name,name,date_collected,alititude,longitude,latitude,pedigree,"SIDTYP,C,1","SIDID,C,40"
85752,123057,"O.P. #1 Pandey Seeds, Beej Bhandar Pvt. Ltd. 202, Arya",3f672a,KSM 491,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 491",11/01/92,-999,,,,C,KSM 491
85752,123057,"O.P. #1 Pandey Seeds, Beej Bhandar Pvt. Ltd. 202, Arya",3f672a,Ames 20879,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20879",11/01/92,-999,,,,O,Ames 20879
85753,123057,"O.P. #2 Pandey Seeds, Beej Bhandar Pvt. Ltd. 202, Arya",3f672a,KSM 492,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 492",11/01/92,-999,,,,C,KSM 492
85753,123057,"O.P. #2 Pandey Seeds, Beej Bhandar Pvt. Ltd. 202, Arya",3f672a,Ames 20880,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20880",11/01/92,-999,,,,O,Ames 20880
85754,123057,"O.P. #3 Pandey Seeds, Beej Bhandar Pvt. Ltd. 202, Arya",3f672a,KSM 493,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 493",11/01/92,-999,,,,C,KSM 493
85754,123057,"O.P. #3 Pandey Seeds, Beej Bhandar Pvt. Ltd. 202, Arya",3f672a,Ames 20881,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20881",11/01/92,-999,,,,O,Ames 20881
85755,123057,"unnamed open-pollinated variety, Kisan Seeds, Faizabad",3f672a,KSM 494,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 494",11/01/92,-999,,,,C,KSM 494
85755,123057,"unnamed open-pollinated variety, Kisan Seeds, Faizabad",3f672a,Ames 20882,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20882",11/01/92,-999,,,,O,Ames 20882
85760,123057,"variety 'Kakri'; sown: Oct-Nov, Kisham Seed Corp., Faizabad",3f672a,KSM 499,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 499",11/02/92,-999,,,,C,KSM 499
85760,123057,"variety 'Kakri'; sown: Oct-Nov, Kisham Seed Corp., Faizabad",3f672a,Ames 20887,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20887",11/02/92,-999,,,,O,Ames 20887
85772,123057,Local name 'Balam Kakri'; fruit interior is yellowish-white,3f672a,KSM 511,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 511",11/02/92,-999,,,,C,KSM 511
85772,123057,Local name 'Balam Kakri'; fruit interior is yellowish-white,3f672a,Ames 20898,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20898",11/02/92,-999,,,,O,Ames 20898
85772,123057,Local name 'Balam Kakri'; fruit interior is yellowish-white,3f672a,Balam Kakri,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Balam Kakri",11/02/92,-999,,,,L,Balam Kakri
85775,123057,"open-pollinated variety 'Poona Khira'; Mahalaxmi, Mahendra",3f672a,KSM 514,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 514",11/02/92,-999,,,,C,KSM 514
85775,123057,"open-pollinated variety 'Poona Khira'; Mahalaxmi, Mahendra",3f672a,Ames 20901,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20901",11/02/92,-999,,,,O,Ames 20901
85775,123057,"open-pollinated variety 'Poona Khira'; Mahalaxmi, Mahendra",3f672a,Poona Khira,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Poona Khira",11/02/92,-999,,,,L,Poona Khira
85776,123057,"open-pollinated variety 'Barsati', Kheera Barsati (WT",3f672a,KSM 515,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 515",11/02/92,-999,,,,C,KSM 515
85776,123057,"open-pollinated variety 'Barsati', Kheera Barsati (WT",3f672a,Ames 20902,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20902",11/02/92,-999,,,,O,Ames 20902
85776,123057,"open-pollinated variety 'Barsati', Kheera Barsati (WT",3f672a,Barsati (Kheera Barsati),Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Barsati (Kheera Barsati)",11/02/92,-999,,,,L,Barsati (Kheera Barsati)
85777,123057,"Open-pollinated variety ""Summer Best'; Pahuja Seeds Pvt.",3f672a,KSM 516,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 516",11/02/92,-999,,,,C,KSM 516
85777,123057,"Open-pollinated variety ""Summer Best'; Pahuja Seeds Pvt.",3f672a,Ames 20903,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20903",11/02/92,-999,,,,O,Ames 20903
85777,123057,"Open-pollinated variety ""Summer Best'; Pahuja Seeds Pvt.",3f672a,Summer Best,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Summer Best",11/02/92,-999,,,,V,Summer Best
85781,123057,local type; approx. 12 x 3 inches at seed maturity; skin is,3f672a,KSM 521,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 521",11/02/92,-999,,,,C,KSM 521
85781,123057,local type; approx. 12 x 3 inches at seed maturity; skin is,3f672a,Ames 20906,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20906",11/02/92,-999,,,,O,Ames 20906
85782,123057,approx. 6 x 2 inches at seed maturity; white skin,3f672a,KSM 522,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 522",11/02/92,-999,,,,C,KSM 522
85782,123057,approx. 6 x 2 inches at seed maturity; white skin,3f672a,Ames 20907,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20907",11/02/92,-999,,,,O,Ames 20907
85788,123057,"variety 'Balam Khiri'; approx. 13 x 3 inches at maturity,",3f672a,KSM 527,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 527",11/03/92,-999,,,,C,KSM 527
85788,123057,"variety 'Balam Khiri'; approx. 13 x 3 inches at maturity,",3f672a,Ames 20912,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20912",11/03/92,-999,,,,O,Ames 20912
85788,123057,"variety 'Balam Khiri'; approx. 13 x 3 inches at maturity,",3f672a,Balam Khiri,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Balam Khiri",11/03/92,-999,,,,L,Balam Khiri
85795,123057,same as KSM 533    LANDRACE = 102.,3f672a,KSM 535,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 535",11/03/92,-999,,,,C,KSM 535
85795,123057,same as KSM 533    LANDRACE = 102.,3f672a,Ames 20919,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20919",11/03/92,-999,,,,O,Ames 20919
85800,123057,"two fruit and seeds, 12-18 x 8-10 inches; fruit squared,",3f672a,KSM 538,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 538",11/04/92,-999,,,,C,KSM 538
85800,123057,"two fruit and seeds, 12-18 x 8-10 inches; fruit squared,",3f672a,Ames 20922,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20922",11/04/92,-999,,,,O,Ames 20922
85803,123057,seeds    LANDRACE = 104.,3f672a,KSM 545,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 545",11/04/92,-999,,,,C,KSM 545
85803,123057,seeds    LANDRACE = 104.,3f672a,Ames 20925,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20925",11/04/92,-999,,,,O,Ames 20925
85804,123057,"Open-pollinated variety ""Green Long""; Rama Krishan Seeds,",3f672a,KSM 546,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 546",11/04/92,-999,,,,C,KSM 546
85804,123057,"Open-pollinated variety ""Green Long""; Rama Krishan Seeds,",3f672a,Ames 20926,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20926",11/04/92,-999,,,,O,Ames 20926
85804,123057,"Open-pollinated variety ""Green Long""; Rama Krishan Seeds,",3f672a,Green Long,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Green Long",11/04/92,-999,,,,V,Green Long
85815,123057,"open-pollinated variety 'Poona Kheera';  sown February,",3f672a,KSM 560,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 560",11/04/92,-999,,,,C,KSM 560
85815,123057,"open-pollinated variety 'Poona Kheera';  sown February,",3f672a,Ames 20937,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20937",11/04/92,-999,,,,O,Ames 20937
85815,123057,"open-pollinated variety 'Poona Kheera';  sown February,",3f672a,Poona Kheera,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Poona Kheera",11/04/92,-999,,,,L,Poona Kheera
85817,123057,"local type in Faizabas; sow February-March, harvest",3f672a,KSM 561,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 561",11/04/92,-999,,,,C,KSM 561
85817,123057,"local type in Faizabas; sow February-March, harvest",3f672a,Ames 20938,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20938",11/04/92,-999,,,,O,Ames 20938
85832,123057,open-pollinated variety 'Long Variety',3f672a,KSM 569,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 569",11/04/92,-999,,,,C,KSM 569
85832,123057,open-pollinated variety 'Long Variety',3f672a,Ames 20945,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20945",11/04/92,-999,,,,O,Ames 20945
85841,123057,10 x 4-6 inches at maturity; green immature; at maturity,3f672a,KSM 573,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 573",11/04/92,-999,,,,C,KSM 573
85841,123057,10 x 4-6 inches at maturity; green immature; at maturity,3f672a,Ames 20949,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20949",11/04/92,-999,,,,O,Ames 20949
85850,123057,30 x 4 inches; green immature; light green-yellowish,3f672a,KSM 580,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 580",11/05/92,-999,,,,C,KSM 580
85850,123057,30 x 4 inches; green immature; light green-yellowish,3f672a,Ames 20956,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20956",11/05/92,-999,,,,O,Ames 20956
85852,123057,    LANDRACE = 109.,3f672a,KSM 582,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 582",11/05/92,-999,,,,C,KSM 582
85852,123057,    LANDRACE = 109.,3f672a,Ames 20958,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20958",11/05/92,-999,,,,O,Ames 20958
85860,123057,18 x 6 inches; green immature; yellowish-green mature;,3f672a,KSM 588,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 588",11/05/92,-999,,,,C,KSM 588
85860,123057,18 x 6 inches; green immature; yellowish-green mature;,3f672a,Ames 20964,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20964",11/05/92,-999,,,,O,Ames 20964
85863,123057,open-pollinated variety 'Super Long Green'; P.N. Verma &,3f672a,KSM 589,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 589",11/05/92,-999,,,,C,KSM 589
85863,123057,open-pollinated variety 'Super Long Green'; P.N. Verma &,3f672a,Ames 20965,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20965",11/05/92,-999,,,,O,Ames 20965
85863,123057,open-pollinated variety 'Super Long Green'; P.N. Verma &,3f672a,Super Long Green,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Super Long Green",11/05/92,-999,,,,V,Super Long Green
85868,123057,"open-pollinated variety 'Greenlong'; Shira Seeds, Delhi",3f672a,KSM 592,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 592",11/05/92,-999,,,,C,KSM 592
85868,123057,"open-pollinated variety 'Greenlong'; Shira Seeds, Delhi",3f672a,Ames 20968,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20968",11/05/92,-999,,,,O,Ames 20968
85868,123057,"open-pollinated variety 'Greenlong'; Shira Seeds, Delhi",3f672a,Green Long,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Green Long",11/05/92,-999,,,,V,Green Long
85871,123057,Mostly cucumber in a mixture of snapmelon and cucumber,3f672a,KSM 596,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 596",11/05/92,-999,,,,C,KSM 596
85871,123057,Mostly cucumber in a mixture of snapmelon and cucumber,3f672a,Ames 20971,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20971",11/05/92,-999,,,,O,Ames 20971
85880,123057,"immature: 14-16 x 3 inches, green skin; mature: 14-16 x 6",3f672a,KSM 605,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 605",11/06/92,-999,,,,C,KSM 605
85880,123057,"immature: 14-16 x 3 inches, green skin; mature: 14-16 x 6",3f672a,Ames 20980,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20980",11/06/92,-999,,,,O,Ames 20980
85883,123057,8 x 4-6 inches at maturity; immature: green skin; mature:,3f672a,KSM 608,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 608",11/06/92,-999,,,,C,KSM 608
85883,123057,8 x 4-6 inches at maturity; immature: green skin; mature:,3f672a,Ames 20983,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20983",11/06/92,-999,,,,O,Ames 20983
85885,123057,tribal name: 'Bhusat'; 18 x 6-8 inches; immature & mature:,3f672a,KSM 612,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 612",11/06/92,-999,,,,C,KSM 612
85885,123057,tribal name: 'Bhusat'; 18 x 6-8 inches; immature & mature:,3f672a,Ames 20985,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20985",11/06/92,-999,,,,O,Ames 20985
85885,123057,tribal name: 'Bhusat'; 18 x 6-8 inches; immature & mature:,3f672a,Bhusat,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Bhusat",11/06/92,-999,,,,L,Bhusat
85895,123057,"12-15 x 3-3.5 inches; immature: green, salad, usually not",3f672a,KSM 622,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 622",11/06/92,-999,,,,C,KSM 622
85895,123057,"12-15 x 3-3.5 inches; immature: green, salad, usually not",3f672a,Ames 20994,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20994",11/06/92,-999,,,,O,Ames 20994
85900,123057,"open-pollinated variety 'Long Green', Vanaspati Beej",3f672a,KSM 627,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 627",11/06/92,-999,,,,C,KSM 627
85900,123057,"open-pollinated variety 'Long Green', Vanaspati Beej",3f672a,Ames 20999,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 20999",11/06/92,-999,,,,O,Ames 20999
85900,123057,"open-pollinated variety 'Long Green', Vanaspati Beej",3f672a,Long Green,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Long Green",11/06/92,-999,,,,V,Long Green
85901,123057,"open-pollinated variety 'Poinsetee', Pucha Seeds Pvt. Ltd.,",3f672a,KSM 628,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 628",11/06/92,-999,,,,C,KSM 628
85901,123057,"open-pollinated variety 'Poinsetee', Pucha Seeds Pvt. Ltd.,",3f672a,Ames 21000,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21000",11/06/92,-999,,,,O,Ames 21000
85901,123057,"open-pollinated variety 'Poinsetee', Pucha Seeds Pvt. Ltd.,",3f672a,Poinsettee,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Poinsettee",11/06/92,-999,,,,V,Poinsettee
85919,123057,"18 x 5-6 inches; spineless; immature: green, peeled for",3f672a,KSM 645,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. KSM 645",11/06/92,-999,,,,C,KSM 645
85919,123057,"18 x 5-6 inches; spineless; immature: green, peeled for",3f672a,Ames 21017,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21017",11/06/92,-999,,,,O,Ames 21017
85920,123057,Received as mixture of C. sativus and C. melo.  C. melo,3f672a,USM 646,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 646",11/09/92,-999,,,,C,USM 646
85920,123057,Received as mixture of C. sativus and C. melo.  C. melo,3f672a,Barsati Special-Long Green,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Barsati Special-Long Green",11/09/92,-999,,,,V,Barsati Special-Long Green
85920,123057,Received as mixture of C. sativus and C. melo.  C. melo,3f672a,Ames 21018,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21018",11/09/92,-999,,,,O,Ames 21018
85923,123057,"no variety name; Gagan Seeds Corp., 73 Indra Market, Delhi",3f672a,USM 648,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 648",11/09/92,-999,,,,C,USM 648
85923,123057,"no variety name; Gagan Seeds Corp., 73 Indra Market, Delhi",3f672a,Ames 21020,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21020",11/09/92,-999,,,,O,Ames 21020
85924,123057,"no variety name; Parshad Seeds, Rura - Kanpur 209303, Uttar",3f672a,USM 649,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 649",11/09/92,-999,,,,C,USM 649
85924,123057,"no variety name; Parshad Seeds, Rura - Kanpur 209303, Uttar",3f672a,Ames 21021,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21021",11/09/92,-999,,,,O,Ames 21021
85926,123057,"10 x 2 inches at harvest; immature: dark green, salad;",3f672a,USM 650,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 650",11/09/92,-999,,,,C,USM 650
85926,123057,"10 x 2 inches at harvest; immature: dark green, salad;",3f672a,Ames 21022,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21022",11/09/92,-999,,,,O,Ames 21022
85927,123057,"immature: 20-25 cm x 2.5 inches, salad only; mature: 40 cm",3f672a,USM 651,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 651",11/09/92,-999,,,,C,USM 651
85927,123057,"immature: 20-25 cm x 2.5 inches, salad only; mature: 40 cm",3f672a,Ames 21023,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21023",11/09/92,-999,,,,O,Ames 21023
85928,123057,similar to USM 651 (LR 119); immature: light green; mature:,3f672a,USM 652,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 652",11/09/92,-999,,,,C,USM 652
85928,123057,similar to USM 651 (LR 119); immature: light green; mature:,3f672a,Ames 21024,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21024",11/09/92,-999,,,,O,Ames 21024
85930,123057,similar to USM 651 (LR 119) and USM 652 (LR 120),3f672a,USM 653,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 653",11/09/92,-999,,,,C,USM 653
85930,123057,similar to USM 651 (LR 119) and USM 652 (LR 120),3f672a,Ames 21025,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21025",11/09/92,-999,,,,O,Ames 21025
85931,123057,40 cm x 4 inches immature and mature; orange skin at,3f672a,USM 654,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 654",11/09/92,-999,,,,C,USM 654
85931,123057,40 cm x 4 inches immature and mature; orange skin at,3f672a,Ames 21026,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21026",11/09/92,-999,,,,O,Ames 21026
85933,123057,similar to USM 654 (LR 122); slicer/pickle type; cracked at,3f672a,USM 655,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 655",11/09/92,-999,,,,C,USM 655
85933,123057,similar to USM 654 (LR 122); slicer/pickle type; cracked at,3f672a,Ames 21027,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21027",11/09/92,-999,,,,O,Ames 21027
85934,123057,"7 x 3-4 inches; mature: yellow, smooth; slicer/pickle type",3f672a,USM 656,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 656",11/09/92,-999,,,,C,USM 656
85934,123057,"7 x 3-4 inches; mature: yellow, smooth; slicer/pickle type",3f672a,Ames 21028,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21028",11/09/92,-999,,,,O,Ames 21028
85935,123057,"8 x 3-4 inches; mature: orange, rough (netted) skin",3f672a,USM 657,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 657",11/09/92,-999,,,,C,USM 657
85935,123057,"8 x 3-4 inches; mature: orange, rough (netted) skin",3f672a,Ames 21029,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21029",11/09/92,-999,,,,O,Ames 21029
85936,123057,12-18 x 3-5 inches; might be similar to ACME ( ) but,3f672a,USM 658,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 658",11/09/92,-999,,,,C,USM 658
85936,123057,12-18 x 3-5 inches; might be similar to ACME ( ) but,3f672a,Ames 21030,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21030",11/09/92,-999,,,,O,Ames 21030
85939,123057,8 x 3 inches; orange at maturity    LANDRACE = 128.,3f672a,USM 661,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 661",11/09/92,2590,,,,C,USM 661
85939,123057,8 x 3 inches; orange at maturity    LANDRACE = 128.,3f672a,Ames 21032,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21032",11/09/92,2590,,,,O,Ames 21032
85943,123057,6 x 3 inches; blocky; mature: orange -yellow; pickle type,3f672a,USM 663,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 663",11/09/92,-999,,,,C,USM 663
85943,123057,6 x 3 inches; blocky; mature: orange -yellow; pickle type,3f672a,Ames 21034,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21034",11/09/92,-999,,,,O,Ames 21034
86173,123057,Produces a pale green to creamy-white fruit which is prized,3f672a,Earnest White Cucumber,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Earnest White Cucumber",,,,,,V,Earnest White Cucumber
86173,123057,Produces a pale green to creamy-white fruit which is prized,3f672a,Ames 21224,Advanced cultivar,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. Ames 21224",,,,,,O,Ames 21224
86497,123057,C. sativus component of Ames 20587 C. melo.,3f672a,USM 174,Traditional cultivar/landrace,12580,,Cucumis sativus var. sativus,Cucurbitaceae,Concombre,"Concombre, var. USM 174",10/21/92,-999,,,,C,USM 174
